student_id,Hours_Studied_6m,Attendance_6m,Parental_Involvement_6m,Access_to_Resources_6m,Extracurricular_Activities_6m,Sleep_Hours_6m,Previous_Scores_6m,Motivation_Level_6m,Internet_Access_6m,Tutoring_Sessions_6m,Family_Income_6m,Teacher_Quality_6m,School_Type_6m,Peer_Influence_6m,Physical_Activity_6m,Learning_Disabilities_6m,Parental_Education_Level_6m,Distance_from_Home_6m,Gender_6m,Exam_Score_6m,dropout_6m,intervention_type,intervention_hours,intervention_attendance,actual_dropout_6m
204,21,71,Medium,Medium,1,10,55,Low,1,1,Medium,Medium,Public,Negative,4,0,High School,Moderate,Female,63,1,,0,0.0,
205,14,81,Medium,High,1,6,64,Low,0,2,High,High,Public,Neutral,2,0,High School,Far,Female,64,1,,0,0.0,
206,10,82,High,Medium,0,7,82,Low,1,2,Low,High,Private,Neutral,4,0,High School,Near,Male,65,1,,0,0.0,
207,13,71,Medium,High,0,7,86,Low,1,2,Low,Medium,Public,Positive,3,0,Postgraduate,Near,Male,65,1,,0,0.0,
208,17,68,Low,High,0,8,53,Medium,1,0,Low,Medium,Public,Neutral,2,0,College,Near,Male,61,1,,0,0.0,
209,20,72,High,Low,0,8,60,Low,1,0,Low,Medium,Public,Neutral,5,0,High School,Near,Male,63,1,,0,0.0,
210,11,69,Medium,Medium,0,5,93,Medium,1,0,Medium,High,Public,Negative,4,0,College,Near,Male,63,1,,0,0.0,
211,3,85,Low,High,0,8,73,Low,1,2,Low,Medium,Private,Neutral,3,0,High School,Near,Male,62,1,,0,0.0,
212,10,68,Low,Medium,0,6,96,Low,1,1,High,Medium,Public,Neutral,3,0,College,Moderate,Male,61,1,,0,0.0,
213,11,97,Medium,Medium,1,7,68,Low,1,0,Low,Medium,Private,Negative,2,0,High School,Moderate,Female,64,1,,0,0.0,
214,18,79,Medium,Medium,1,5,77,Low,1,1,Low,High,Public,Neutral,3,0,High School,Near,Male,65,1,,0,0.0,
215,20,72,Medium,High,0,7,84,Low,1,2,Medium,High,Public,Negative,2,0,High School,Moderate,Female,65,1,,0,0.0,
216,8,67,High,Medium,1,8,58,Low,1,2,Medium,Medium,Public,Positive,1,0,Postgraduate,Moderate,Female,61,1,,0,0.0,
217,25,64,Medium,Low,1,6,82,Low,1,2,Low,Medium,Public,Negative,3,0,High School,Moderate,Female,63,1,,0,0.0,
218,3,62,Medium,Low,0,6,67,Medium,1,1,Low,Medium,Public,Negative,3,0,High School,Near,Male,55,1,,0,0.0,
219,21,75,Medium,Medium,1,7,70,Low,1,3,Medium,Medium,Public,Positive,4,1,Postgraduate,Near,Male,67,1,,0,0.0,
220,21,72,Medium,High,0,7,78,Low,0,0,High,Medium,Public,Neutral,1,1,High School,Near,Female,63,1,,0,0.0,
221,13,88,High,Low,1,9,61,Low,1,4,Medium,Medium,Private,Negative,3,0,High School,Near,Female,66,1,,0,0.0,
222,13,68,Low,Medium,1,6,79,Medium,1,1,High,Medium,Private,Negative,3,0,College,Near,Male,62,1,,0,0.0,
223,20,81,High,High,1,7,56,Low,0,1,Medium,Medium,Private,Positive,3,0,High School,Near,Male,67,1,,0,0.0,
224,19,63,Low,High,1,7,58,Medium,1,2,Low,High,Private,Neutral,3,0,Postgraduate,Near,Female,64,1,,0,0.0,
225,13,64,Medium,Low,1,6,77,Medium,1,0,Low,High,Public,Neutral,4,0,High School,Near,Male,60,1,,0,0.0,
226,18,63,High,High,0,9,55,Medium,1,2,High,High,Private,Positive,2,0,Postgraduate,Near,Female,66,1,,0,0.0,
227,20,78,Medium,Medium,0,5,73,Low,1,1,Low,Medium,Public,Negative,3,0,College,Near,Female,65,1,,0,0.0,
228,14,67,Medium,High,0,7,82,Low,1,1,Medium,Medium,Public,Neutral,3,0,High School,Far,Female,62,1,,0,0.0,
229,12,79,Low,High,0,6,55,Medium,1,1,Low,High,Private,Neutral,4,0,College,Far,Female,62,1,,0,0.0,
230,26,64,Low,High,0,6,62,Low,1,1,Low,Medium,Private,Positive,5,0,High School,Moderate,Male,64,1,,0,0.0,
231,16,66,Medium,Low,0,6,63,Low,1,2,Medium,High,Public,Neutral,3,0,College,Moderate,Male,61,1,,0,0.0,
232,5,65,Medium,High,1,7,98,Low,1,1,Low,Low,Private,Positive,3,0,High School,Far,Male,59,1,,0,0.0,
233,10,85,Medium,Medium,1,6,64,Low,1,1,Medium,Medium,Public,Negative,3,0,College,Near,Male,64,1,,0,0.0,
234,10,85,High,Medium,1,8,64,Low,1,2,High,Medium,Public,Neutral,3,0,Postgraduate,Near,Female,67,1,,0,0.0,
235,14,75,Medium,Low,1,8,62,Low,1,0,High,Medium,Public,Negative,2,0,High School,Moderate,Female,61,1,,0,0.0,
236,14,89,Low,High,0,6,59,Low,1,2,Low,High,Public,Neutral,5,0,Postgraduate,Moderate,Male,66,1,,0,0.0,
237,21,74,Medium,High,1,6,61,Low,0,0,Low,Medium,Private,Positive,4,0,High School,Near,Male,65,1,,0,0.0,
238,17,65,Low,Low,1,5,55,Medium,1,2,Low,Medium,Public,Positive,3,0,High School,Near,Female,61,1,,0,0.0,
239,16,80,High,High,1,9,62,Low,1,0,High,Medium,Public,Neutral,4,0,Postgraduate,Near,Female,68,1,,0,0.0,
240,16,74,Low,Medium,1,9,86,Low,1,1,Low,Medium,Private,Neutral,2,0,High School,Near,Female,63,1,,0,0.0,
241,12,70,Medium,High,0,5,53,Medium,1,2,Low,Medium,Private,Positive,3,0,College,Near,Male,63,1,,0,0.0,
242,13,61,High,Low,0,7,68,Low,0,1,Medium,Medium,Public,Neutral,2,0,High School,Near,Male,58,1,,0,0.0,
243,25,62,Medium,Medium,0,10,84,Low,1,2,Low,Medium,Public,Positive,3,0,College,Near,Female,65,1,,0,0.0,
244,15,68,Low,Medium,1,6,94,Low,1,0,Medium,High,Public,Neutral,5,0,Postgraduate,Near,Female,64,1,,0,0.0,
245,13,88,High,Medium,0,4,66,Low,1,1,Low,High,Public,Positive,4,0,High School,Near,Female,67,1,,0,0.0,
246,12,63,Medium,High,0,5,63,Low,1,4,Low,Medium,Private,Positive,2,0,High School,Moderate,Male,61,1,,0,0.0,
247,19,88,Medium,High,1,8,57,Low,0,1,Medium,Low,Private,Negative,4,0,College,Near,Male,66,1,,0,0.0,
248,17,64,Medium,Medium,0,9,50,Medium,1,2,Low,High,Public,Positive,4,0,High School,Moderate,Female,62,1,,0,0.0,
249,13,68,Low,Low,1,8,66,Medium,1,0,Medium,Low,Public,Neutral,4,1,College,Near,Male,59,1,,0,0.0,
250,15,61,Medium,High,1,6,54,Medium,1,0,High,High,Private,Neutral,2,0,Postgraduate,Near,Male,63,1,,0,0.0,
251,14,69,Medium,High,1,6,93,Low,0,2,Low,Medium,Private,Neutral,0,0,High School,Near,Male,63,1,,0,0.0,
252,7,73,High,Medium,1,6,75,Medium,1,3,Low,Medium,Public,Neutral,3,0,College,Near,Female,64,1,,0,0.0,
253,20,74,Medium,Medium,1,7,59,Low,1,5,High,Medium,Public,Positive,4,0,High School,Near,Female,68,1,,0,0.0,
254,14,60,Medium,Low,1,7,89,Low,1,2,Medium,Medium,Public,Neutral,3,0,High School,Moderate,Male,60,1,,0,0.0,
255,18,78,High,Medium,1,7,71,Low,1,3,Medium,Medium,Public,Neutral,4,0,High School,Moderate,Male,67,1,,0,0.0,
256,16,74,High,High,1,6,68,Low,1,2,Medium,Medium,Public,Neutral,4,0,College,Near,Male,67,1,,0,0.0,
257,20,68,Medium,Medium,1,7,80,Low,1,0,Low,Medium,Private,Neutral,4,0,High School,Near,Female,63,1,,0,0.0,
258,18,67,High,Medium,0,6,51,Medium,1,0,Medium,High,Public,Positive,2,0,College,Near,Female,64,1,,0,0.0,
259,21,66,Medium,Medium,0,9,62,Low,0,3,Medium,Medium,Private,Positive,2,0,High School,Near,Male,63,1,,0,0.0,
260,19,86,Medium,Low,0,6,54,Low,1,1,High,High,Private,Positive,5,0,Postgraduate,Near,Male,68,1,,0,0.0,
261,13,60,Medium,Medium,1,7,66,Medium,1,2,Low,Medium,Public,Positive,3,0,Postgraduate,Near,Male,62,1,,0,0.0,
262,9,61,High,Medium,1,6,77,Low,0,1,High,Medium,Private,Neutral,2,0,High School,Near,Male,82,1,,0,0.0,
263,17,71,Low,High,1,6,78,Low,1,0,Medium,Medium,Public,Positive,4,0,College,Near,Female,64,1,,0,0.0,
264,4,88,Medium,High,0,6,87,Low,1,1,Medium,High,Public,Neutral,4,0,College,Near,Male,66,1,,0,0.0,
265,22,72,Low,Medium,0,6,70,Low,1,1,High,Medium,Public,Neutral,3,0,Postgraduate,Far,Male,64,1,,0,0.0,
266,20,74,High,High,0,7,69,Low,1,2,High,High,Private,Neutral,2,0,College,Near,Male,68,1,,0,0.0,
267,17,68,Medium,High,1,5,66,Medium,1,1,High,Medium,Public,Negative,4,0,High School,Near,Male,64,1,,0,0.0,
268,17,74,Medium,Medium,0,9,56,Medium,1,1,Medium,High,Private,Negative,3,0,High School,Moderate,Male,63,1,,0,0.0,
269,12,64,Medium,Medium,0,9,51,Low,0,2,Low,Medium,Public,Neutral,4,0,College,Near,Male,59,1,,0,0.0,
270,14,68,Medium,High,0,7,76,Medium,1,2,High,Medium,Public,Positive,3,0,High School,Near,Male,65,1,,0,0.0,
271,16,61,Medium,Low,1,6,81,Medium,1,0,Medium,Medium,Public,Negative,2,0,College,Near,Male,60,1,,0,0.0,
272,14,70,Medium,Medium,1,9,88,Low,1,0,High,Medium,Private,Positive,4,0,College,Moderate,Female,64,1,,0,0.0,
273,24,71,Medium,High,1,7,55,Low,1,2,High,Medium,Public,Positive,3,0,College,Far,Male,67,1,,0,0.0,
274,23,65,Medium,High,1,7,58,Low,1,1,Low,Medium,Public,Neutral,3,1,College,Moderate,Female,63,1,,0,0.0,
275,18,70,Medium,Medium,1,8,51,Medium,1,1,Low,Medium,Private,Negative,3,0,College,Moderate,Male,62,1,,0,0.0,
276,15,91,Medium,Medium,0,6,72,Low,1,0,Medium,Medium,Public,Neutral,2,0,High School,Moderate,Female,65,1,,0,0.0,
277,19,75,Medium,Medium,0,7,65,Low,1,0,Low,Low,Private,Neutral,4,0,High School,Near,Female,63,1,,0,0.0,
278,18,74,Low,Medium,1,7,67,Low,1,0,Low,Medium,Public,Positive,3,0,High School,Near,Male,63,1,,0,0.0,
279,16,61,High,High,0,8,64,Medium,1,1,Low,High,Public,Positive,3,0,High School,Far,Male,62,1,,0,0.0,
280,9,76,Medium,Medium,0,7,79,Medium,1,1,Medium,Medium,Public,Negative,3,0,College,Near,Male,63,1,,0,0.0,
281,22,75,High,High,1,9,66,Low,1,0,Low,Medium,Private,Neutral,2,0,Postgraduate,Near,Male,67,1,,0,0.0,
282,19,62,High,Medium,1,6,79,Low,1,7,Medium,Medium,Public,Neutral,2,0,High School,Near,Female,66,1,,0,0.0,
283,15,83,Medium,Medium,1,7,57,Low,1,0,Medium,Medium,Private,Positive,3,0,Postgraduate,Near,Male,65,1,,0,0.0,
284,13,73,Medium,Medium,1,7,51,Medium,1,1,Low,Medium,Public,Positive,4,0,Postgraduate,Near,Male,63,1,,0,0.0,
285,19,77,High,Medium,1,6,54,Low,1,3,High,Medium,Private,Negative,2,0,College,Moderate,Male,66,1,,0,0.0,
286,17,67,High,Medium,1,10,51,Medium,1,3,Low,Medium,Public,Positive,5,0,High School,Near,Male,65,1,,0,0.0,
287,18,81,Medium,Low,1,10,55,Low,1,3,Low,Medium,Public,Negative,2,0,High School,Near,Male,64,1,,0,0.0,
288,18,68,Medium,High,1,8,83,Low,1,1,Low,Medium,Public,Positive,2,0,College,Near,Male,65,1,,0,0.0,
289,21,84,Medium,Low,0,9,53,Low,1,2,Medium,High,Public,Negative,3,0,High School,Moderate,Female,65,1,,0,0.0,
290,11,62,Medium,High,1,4,68,Medium,1,2,High,Medium,Public,Negative,3,0,High School,Moderate,Male,61,1,,0,0.0,
291,17,77,Medium,Medium,0,7,54,Low,1,1,Low,High,Public,Positive,2,0,College,Near,Male,64,1,,0,0.0,
292,17,75,High,Medium,1,8,81,Low,1,3,High,Medium,Public,Neutral,3,1,Postgraduate,Near,Male,67,1,,0,0.0,
293,17,64,Low,High,0,7,69,Medium,1,1,Medium,Medium,Public,Negative,3,0,High School,Near,Female,62,1,,0,0.0,
294,16,66,Low,Medium,1,9,52,Medium,1,1,Medium,Low,Public,Negative,3,1,High School,Near,Male,59,1,,0,0.0,
295,19,76,High,High,0,4,72,Low,1,2,High,Medium,Public,Neutral,2,0,College,Moderate,Female,68,1,,0,0.0,
296,14,67,Medium,Medium,0,10,53,Medium,1,2,High,Medium,Public,Neutral,3,0,College,Near,Male,62,1,,0,0.0,
297,19,64,Low,Medium,0,8,62,Medium,1,0,High,Medium,Public,Positive,4,1,College,Near,Male,61,1,,0,0.0,
298,17,61,Medium,High,1,7,58,Low,1,2,Low,Medium,Public,Positive,3,1,High School,Near,Female,61,1,,0,0.0,
299,10,64,Medium,High,0,8,96,Medium,1,1,Medium,Medium,Public,Neutral,3,0,High School,Moderate,Male,62,1,,0,0.0,
300,13,93,Medium,Medium,1,5,52,Low,1,2,Medium,Medium,Public,Positive,3,0,College,Near,Female,67,1,,0,0.0,
301,3,96,High,High,1,9,59,Medium,1,2,Low,Medium,Public,Negative,3,0,College,Moderate,Female,66,1,,0,0.0,
302,17,60,High,Medium,1,9,86,Medium,1,0,Low,High,Public,Positive,2,0,High School,Near,Male,63,1,,0,0.0,
303,16,72,Medium,High,0,6,58,Low,1,1,Medium,Medium,Public,Negative,2,0,High School,Far,Male,62,1,,0,0.0,
304,23,64,High,Medium,1,5,80,Low,1,3,Medium,High,Public,Negative,2,1,College,Moderate,Female,65,1,,0,0.0,
305,15,71,High,High,1,6,69,Low,1,2,Low,High,Private,Negative,4,0,College,Near,Female,65,1,,0,0.0,
306,5,75,Medium,Low,1,10,84,Medium,1,0,High,Medium,Private,Neutral,4,0,Postgraduate,Moderate,Female,62,1,,0,0.0,
307,17,69,Medium,Medium,1,7,70,Low,1,0,Low,High,Public,Neutral,3,1,College,Moderate,Male,61,1,,0,0.0,
308,12,83,Low,Medium,1,7,86,Low,1,1,High,Medium,Public,Negative,4,0,College,Near,Female,65,1,,0,0.0,
309,15,65,High,Medium,0,5,93,Low,1,2,Low,Medium,Public,Neutral,4,1,High School,Near,Female,63,1,,0,0.0,
310,21,63,Medium,Medium,0,10,70,Low,1,1,High,High,Private,Positive,2,0,College,Near,Female,64,1,,0,0.0,
311,2,84,Low,High,0,8,54,Low,1,3,Low,Low,Public,Positive,4,0,High School,Near,Male,62,1,,0,0.0,
312,23,72,Medium,Medium,1,6,69,Low,1,2,High,Medium,Public,Positive,4,0,High School,Near,Male,67,1,,0,0.0,
313,20,61,Low,Low,1,6,63,Medium,1,1,Medium,High,Public,Positive,4,0,College,Far,Male,61,1,,0,0.0,
314,19,78,Medium,Low,1,5,56,Low,1,3,High,Medium,Public,Neutral,4,0,College,Moderate,Female,65,1,,0,0.0,
315,17,65,Medium,Medium,0,5,62,Medium,1,2,Medium,Medium,Public,Positive,4,0,High School,Near,Female,63,1,,0,0.0,
316,11,73,Medium,High,1,9,79,Medium,1,1,Low,High,Public,Neutral,2,0,High School,Near,Male,64,1,,0,0.0,
317,26,60,Low,High,1,6,54,Low,1,1,Low,Medium,Private,Positive,1,0,Postgraduate,Moderate,Male,63,1,,0,0.0,
318,20,60,Medium,Medium,1,4,80,Low,1,2,High,Medium,Private,Positive,3,1,College,Moderate,Male,63,1,,0,0.0,
319,23,74,Medium,Low,1,8,66,Low,1,0,High,Medium,Public,Negative,4,0,Postgraduate,Near,Female,65,1,,0,0.0,
320,18,85,Low,Medium,0,7,56,Low,1,0,Low,Medium,Private,Positive,4,0,High School,Moderate,Male,64,1,,0,0.0,
321,28,60,Medium,High,1,7,53,Low,1,3,Low,Medium,Private,Neutral,3,0,High School,Near,Female,65,1,,0,0.0,
322,19,78,Medium,Medium,0,7,55,Low,1,0,Medium,Medium,Public,Positive,3,0,College,Near,Male,65,1,,0,0.0,
323,16,76,Medium,Medium,1,7,95,Low,1,2,Medium,Medium,Public,Negative,3,0,High School,Near,Female,66,1,,0,0.0,
324,14,78,High,High,1,8,80,Low,1,1,Medium,Medium,Public,Neutral,1,0,High School,Near,Female,66,1,,0,0.0,
325,30,66,Medium,High,0,6,53,Low,0,2,Low,Medium,Public,Positive,2,0,High School,Near,Male,65,1,,0,0.0,
326,21,61,Medium,Medium,0,4,90,Low,1,2,Medium,Low,Public,Neutral,3,0,High School,Near,Male,63,1,,0,0.0,
327,19,70,Medium,Low,1,9,86,Low,1,2,High,Medium,Public,Neutral,2,1,High School,Near,Male,63,1,,0,0.0,
328,14,67,Medium,Low,0,4,71,Medium,1,0,High,Medium,Public,Neutral,4,0,College,Near,Female,62,1,,0,0.0,
329,17,67,Medium,High,1,5,54,Medium,1,0,Low,Medium,Public,Negative,2,0,High School,Moderate,Male,61,1,,0,0.0,
330,18,61,High,Low,1,5,71,Low,1,3,High,High,Private,Neutral,3,0,College,Near,Male,64,1,,0,0.0,
331,14,64,Medium,High,0,8,62,Low,1,1,Medium,High,Public,Positive,4,1,High School,Moderate,Male,61,1,,0,0.0,
332,17,64,High,Low,1,7,74,Low,1,2,Medium,Low,Public,Positive,2,0,Postgraduate,Near,Female,64,1,,0,0.0,
333,22,64,Medium,High,0,6,52,Low,1,2,High,Medium,Private,Negative,4,0,College,Moderate,Female,64,1,,0,0.0,
334,19,61,Medium,Medium,0,7,74,Low,1,2,High,Medium,Public,Negative,3,0,Postgraduate,Far,Male,62,1,,0,0.0,
335,18,70,High,Medium,1,5,81,Low,1,2,Low,Medium,Private,Negative,2,0,High School,Far,Female,63,1,,0,0.0,
336,14,62,Medium,Medium,1,6,78,Medium,1,0,High,Medium,Public,Positive,2,0,College,Near,Female,63,1,,0,0.0,
337,21,61,Low,Medium,0,7,58,Medium,1,1,Medium,Low,Public,Negative,3,0,High School,Near,Female,60,1,,0,0.0,
338,4,61,Low,High,1,7,71,High,1,0,Low,Low,Public,Positive,1,0,Postgraduate,Near,Male,58,1,,0,0.0,
339,9,76,Medium,Medium,1,7,79,Medium,1,1,Low,Medium,Public,Neutral,3,0,High School,Near,Female,62,1,,0,0.0,
340,24,70,Medium,High,0,8,59,Low,1,2,Low,High,Public,Positive,5,0,High School,Near,Male,67,1,,0,0.0,
341,15,77,Low,Medium,1,7,95,Low,1,4,Low,Medium,Public,Positive,4,0,High School,Moderate,Male,65,1,,0,0.0,
342,21,76,Low,Medium,0,6,50,Low,1,2,Low,Medium,Public,Negative,4,0,Postgraduate,Moderate,Female,63,1,,0,0.0,
343,12,65,Medium,Medium,0,8,57,Medium,1,1,High,High,Private,Positive,5,1,High School,Near,Female,61,1,,0,0.0,
344,16,77,Low,High,1,6,76,Low,1,1,Low,Medium,Public,Neutral,1,0,Postgraduate,Moderate,Female,64,1,,0,0.0,
345,12,81,High,High,1,5,82,Low,1,1,Medium,High,Public,Positive,3,0,High School,Far,Female,66,1,,0,0.0,
346,20,66,Low,Medium,1,8,54,Medium,1,2,Medium,Low,Public,Positive,2,0,Postgraduate,Near,Male,63,1,,0,0.0,
347,11,63,High,Medium,0,7,55,Low,1,3,High,Medium,Private,Positive,1,0,Postgraduate,Near,Male,62,1,,0,0.0,
348,15,77,Medium,Medium,1,8,57,Low,1,1,Low,Medium,Public,Neutral,2,0,College,Near,Male,63,1,,0,0.0,
349,9,87,Medium,Medium,0,8,56,Medium,1,1,Medium,High,Public,Positive,3,0,College,Moderate,Female,65,1,,0,0.0,
350,16,61,High,Medium,1,6,53,Low,1,0,High,Medium,Public,Positive,4,1,High School,Moderate,Female,60,1,,0,0.0,
351,11,68,Medium,Medium,0,6,91,Low,1,3,Low,High,Public,Negative,2,0,College,Far,Female,61,1,,0,0.0,
352,21,67,Medium,High,0,7,52,Medium,1,3,Low,Medium,Public,Negative,3,1,High School,Moderate,Female,62,1,,0,0.0,
353,16,67,Medium,Medium,0,7,95,Low,1,2,Medium,Medium,Public,Neutral,5,1,High School,Near,Male,63,1,,0,0.0,
354,19,61,Low,High,1,8,83,Low,1,1,Medium,Medium,Private,Negative,3,0,High School,Near,Male,62,1,,0,0.0,
355,14,85,Medium,Medium,1,8,54,Low,1,1,High,Medium,Private,Negative,4,0,Postgraduate,Moderate,Male,65,1,,0,0.0,
356,20,73,High,High,1,8,74,Low,1,1,Low,Low,Private,Negative,4,0,High School,Moderate,Male,65,1,,0,0.0,
357,19,65,Medium,High,1,7,68,Low,1,1,Low,Low,Public,Neutral,4,0,College,Near,Female,63,1,,0,0.0,
358,20,64,Medium,Low,1,8,53,Low,1,1,Low,Medium,Public,Positive,2,0,High School,Near,Male,61,1,,0,0.0,
359,16,61,Medium,High,1,6,85,Medium,1,2,Medium,Medium,Private,Positive,3,0,High School,Near,Male,64,1,,0,0.0,
360,9,73,Medium,Low,1,7,95,Medium,0,3,Low,Medium,Private,Negative,3,0,Postgraduate,Near,Male,62,1,,0,0.0,
361,14,83,High,Medium,1,7,95,Low,1,1,Low,Medium,Private,Neutral,2,1,High School,Near,Female,65,1,,0,0.0,
362,10,60,Medium,Medium,0,7,72,Low,0,3,Medium,Low,Public,Positive,3,0,High School,Near,Male,59,1,,0,0.0,
363,18,63,High,High,0,8,62,Medium,1,2,High,Medium,Public,Positive,4,0,High School,Near,Female,65,1,,0,0.0,
364,17,79,Medium,Medium,1,7,80,Low,1,1,High,High,Public,Positive,3,0,College,Near,Female,67,1,,0,0.0,
365,10,72,Medium,Low,0,7,89,Medium,1,3,Medium,Medium,Public,Negative,4,0,College,Near,Female,63,1,,0,0.0,
366,17,74,Medium,Medium,1,8,58,Low,1,1,High,Medium,Public,Neutral,2,0,College,Far,Male,63,1,,0,0.0,
367,18,64,Low,Low,1,7,97,Low,1,2,Medium,Low,Private,Neutral,4,0,College,Near,Male,62,1,,0,0.0,
368,18,60,Medium,Medium,1,5,69,Medium,1,0,Medium,Medium,Public,Neutral,2,0,Postgraduate,Near,Female,62,1,,0,0.0,
369,13,62,Low,Medium,1,6,90,Medium,0,3,High,High,Private,Neutral,3,1,Postgraduate,Near,Female,62,1,,0,0.0,
370,24,65,Low,High,0,6,79,Low,1,1,Medium,High,Public,Neutral,2,0,Postgraduate,Near,Male,66,1,,0,0.0,
371,9,70,High,Medium,0,5,81,Medium,1,1,High,High,Private,Neutral,4,0,Postgraduate,Near,Female,65,1,,0,0.0,
372,5,79,High,High,1,9,89,Low,1,3,Medium,Medium,Private,Neutral,3,0,College,Near,Female,66,1,,0,0.0,
373,19,61,High,Medium,0,9,67,Medium,1,0,Low,Medium,Public,Negative,2,0,College,Far,Female,61,1,,0,0.0,
374,22,70,Medium,High,1,8,74,Low,1,2,Low,High,Public,Negative,2,0,High School,Moderate,Male,65,1,,0,0.0,
375,9,65,Medium,High,1,9,67,Medium,1,1,High,Medium,Public,Neutral,3,0,High School,Near,Female,62,1,,0,0.0,
376,15,66,Low,High,1,7,75,Low,1,0,High,High,Public,Negative,3,0,College,Near,Male,62,1,,0,0.0,
377,7,80,High,Medium,0,9,83,Low,0,3,Medium,Medium,Public,Neutral,3,0,High School,Far,Female,62,1,,0,0.0,
378,19,64,Medium,Medium,1,9,56,Low,1,2,Low,Medium,Public,Positive,4,0,Postgraduate,Far,Female,63,1,,0,0.0,
379,20,60,Medium,Medium,1,8,67,Low,1,1,Medium,Medium,Public,Neutral,4,0,Postgraduate,Moderate,Female,63,1,,0,0.0,
380,18,75,Low,Medium,1,7,59,Low,1,0,Medium,Medium,Public,Positive,2,1,High School,Near,Female,62,1,,0,0.0,
381,16,80,High,Low,0,9,58,Low,1,0,Medium,Medium,Public,Neutral,2,0,High School,Near,Female,63,1,,0,0.0,
382,20,65,High,Medium,0,7,58,Medium,0,3,Low,Medium,Private,Neutral,4,0,High School,Near,Male,63,1,,0,0.0,
383,9,62,Low,High,1,5,58,Low,1,0,Medium,High,Private,Positive,5,0,College,Moderate,Female,59,1,,0,0.0,
384,20,80,Low,Low,0,6,77,Low,1,0,Medium,High,Private,Negative,3,0,High School,Near,Male,64,1,,0,0.0,
385,10,67,Medium,Medium,0,4,65,Medium,0,3,Medium,Medium,Public,Positive,3,0,High School,Near,Male,61,1,,0,0.0,
386,15,71,High,High,0,8,60,Medium,1,0,Low,High,Private,Negative,3,0,High School,Far,Female,62,1,,0,0.0,
387,15,66,Low,Medium,0,7,53,Medium,1,2,Medium,High,Public,Negative,3,0,College,Near,Female,61,1,,0,0.0,
388,13,66,High,Medium,1,6,71,Medium,1,3,Medium,Medium,Public,Neutral,3,0,High School,Near,Male,64,1,,0,0.0,
389,17,82,High,Low,0,9,56,Low,1,3,High,Medium,Public,Positive,2,0,High School,Near,Female,66,1,,0,0.0,
390,9,94,Medium,Medium,1,6,81,Low,1,0,Low,High,Public,Positive,3,0,High School,Near,Male,66,1,,0,0.0,
391,18,63,Medium,Low,0,7,52,Medium,1,2,High,High,Public,Positive,3,0,Postgraduate,Moderate,Female,63,1,,0,0.0,
392,18,78,High,High,1,6,61,Low,1,1,Low,Medium,Private,Positive,5,0,High School,Near,Male,67,1,,0,0.0,
393,12,71,Medium,Medium,1,8,65,Medium,1,1,Medium,High,Private,Neutral,2,0,High School,Moderate,Male,62,1,,0,0.0,
394,17,76,Medium,Low,0,7,81,Low,1,4,High,Medium,Private,Neutral,2,0,High School,Near,Male,65,1,,0,0.0,
395,17,78,Medium,Medium,1,9,65,Low,1,1,Medium,High,Public,Neutral,4,0,High School,Moderate,Female,65,1,,0,0.0,
396,5,70,High,High,1,8,55,Medium,1,3,Low,Medium,Public,Neutral,3,0,High School,Near,Male,62,1,,0,0.0,
397,16,66,Medium,Medium,1,8,50,Low,1,1,Medium,High,Public,Neutral,4,0,High School,Moderate,Male,62,1,,0,0.0,
398,6,65,High,High,0,6,62,Medium,0,3,Low,Low,Public,Neutral,1,0,High School,Near,Male,59,1,,0,0.0,
399,13,77,Medium,High,1,7,63,Low,1,0,High,Low,Public,Positive,1,0,High School,Moderate,Male,63,1,,0,0.0,
400,17,72,High,High,1,7,61,Low,1,1,Medium,Medium,Public,Negative,4,0,High School,Near,Female,65,1,,0,0.0,
401,19,62,Medium,Medium,0,7,91,Low,1,1,Low,Medium,Public,Positive,3,0,College,Near,Male,63,1,,0,0.0,
402,17,79,Medium,Medium,0,7,67,Low,1,1,Low,Medium,Private,Positive,3,0,High School,Near,Female,64,1,,0,0.0,
403,11,85,Medium,Medium,1,8,92,Low,1,2,Medium,Medium,Public,Negative,4,0,High School,Far,Female,65,1,,0,0.0,
404,15,60,Low,High,0,7,91,Low,1,0,Low,Medium,Private,Negative,2,0,College,Far,Male,59,1,,0,0.0,
405,15,69,Medium,Medium,1,8,53,Low,0,0,High,Medium,Private,Negative,3,0,High School,Near,Male,60,1,,0,0.0,
406,27,66,Low,High,0,6,67,Low,1,1,High,High,Public,Negative,4,0,College,Far,Female,65,1,,0,0.0,
407,17,61,High,Medium,0,7,63,Low,1,1,Medium,Medium,Public,Positive,4,0,College,Moderate,Female,62,1,,0,0.0,
408,19,61,Medium,Low,0,9,62,Medium,1,2,Medium,Medium,Public,Neutral,2,0,High School,Far,Female,60,1,,0,0.0,
409,17,77,Medium,Medium,1,6,67,Low,1,1,Low,Medium,Public,Positive,1,0,College,Near,Male,64,1,,0,0.0,
410,14,81,Low,Medium,0,8,71,Low,1,1,Low,High,Public,Neutral,3,1,Postgraduate,Near,Female,63,1,,0,0.0,
411,18,77,Medium,Medium,1,7,62,Low,1,2,High,Medium,Private,Neutral,4,0,College,Near,Male,66,1,,0,0.0,
412,21,62,Medium,Medium,0,7,94,Low,1,1,Low,High,Private,Positive,3,0,College,Moderate,Female,64,1,,0,0.0,
